날짜,카테고리,제목,요약,링크
2025-05-16,부동산,성매매 수사서 '하의 실종' 상태 체포…순순히 응한 올림픽 금메달리스트,"카일 스나이더. (엑스 갈무리)(서울=뉴스1) 소봄이 기자 = 성매매를 근절하기 위해 벌인 함정 수사에서 2016 리우데자네이루 올림픽 레슬링 금메달리스트 카일 스나이더(29)가 하의를 안 입은 상태로 체포됐다.14일(현지시간) 야후 스포츠, WBNS 10TV 등 현지 매체에 따르면 지난 9일 오후 8시 30분쯤 스나이더가 오하이오주 콜럼버스의 한 호텔에서 성매매 혐의로 체포됐다.앞서 콜럼버스 경찰국은 성매매를 근절하기 위해 인터넷에 가짜 성매매 광고를 게시했다. 그러자 한 남성으로부터 문자와 전화를 받은 경찰은 그와 인근 호텔에서 데이트하기로 약속을 잡았다.약 20분 뒤 이 호텔에 도착한 건 다름 아닌 카일 스나이더였다. 스나이더는 잠복 경찰관에서 성행위의 대가로 현금을 지불했다. 이어 경찰 5명이 이 호텔 방을 급습해 스나이더 체포에 나섰다.당시 경찰 보디캠에 촬영된 영상을 보면, 경찰은 ""손 들어!""라고 말한 뒤 곧바로 스나이더에게 수갑 채울 준비를 했다. 경찰은 당황한 스나이더에게 ""힘 풀어""라고 지시했고, 스나이더는 ""알겠습니다""라며 손을 모아 경찰이 수갑을 채울 수 있게 했다.이때 스나이더는 바지를 입고 있지 않았는데, 경찰은 그를 데리고 나가기 위해 바지를 입혀야 했다. 이에 한 경찰관이 스나이더에게 반바지를 입혀 줬고, 스나이더는 ""정말 고맙습니다""라고 인사했다.카일 스나이더가 체포되는 모습. (유튜브 갈무리)경찰은 스나이더를 다른 방으로 데려가 생년월일, 주소 등 신원 확인 절차를 진행했다. 이 과정에서 스나이더는 자신의 직업을 ""미국 국가대표이며 오하이오 주립대에서 레슬링을 했다""고 밝혔다.이후 경찰은 스나이더에게 ""19일에 법정에 출두하라""며 소환장을 발부한 뒤 풀어줬다. 스나이더가 ""죄를 인정하면 어떻게 되냐""고 물었고, 경찰은 ""벌금을 내고 성을 사려고 한 사람들을 위한 교육 프로그램에 다니게 된다. 이 프로그램의 목표는 재발 방지""라고 설명했다.끝으로 한 경찰은 스나이더를 호텔 밖으로 내보내면서 ""이 사건을 인생의 교훈으로 삼아라""라고 당부했다. 스나이더는 함정 사건으로 체포된 16명 중 한 명이었다고 한다.한편 스나이더는 2016 리우데자네이루 올림픽에 출전해 20세의 나이로 미국 레슬링 사상 최연소 금메달리스트가 됐다. 2020 도쿄 올림픽에서는 은메달을, 지난해 열린 파리 올림픽에서는 4위를 기록했다.그는 2028 로스앤젤레스 하계 올림픽 출전을 목표로 펜실베이니아주립대에서 훈련을 이어왔던 것으로 알려졌다.스나이더는 이번 사건과 관련 ""친절과 지지를 보내주신 모든 분께 감사드린다. 이것이 제 여정의 마지막은 아니다""라고 입장을 밝혔다.","https://n.news.naver.com/article/421/0008253934?ntype=RANKING)
"
2025-05-16,부동산,"서울대공원, 멸종위기종 여우·홍학·에뮤 등 15마리 아기 동물 태어나","토종 여우(서울대공원 제공)(서울=뉴스1) 이비슬 기자 = 서울대공원은 올해 상반기 여우·저어새·낭비둘기 등 멸종위기 야생동물 3종 11마리 번식에 성공했다고 16일 밝혔다.2023년 종보전센터 운영 이후 지난해 5종 23수 번식에 이어 올해 상반기 멸종위기 토종동물 중 여우 5마리, 저어새 1마리, 낭비둘기 5마리가 번식하는 성과를 냈다.토종 동물 외에 쿠바 홍학도 2019년, 2020년이후 세 번째로 부화 소식을 전했다. 두 마리의 새끼가 부화해 건강하게 자라는 모습이 시민에게 공개되고 있다.17년 만에 호주 대표 종 에뮤 2마리도 태어났다. 1983년생 수컷 에뮤가 50여 일간 알을 품은 끝에 부화에 성공했으며 새끼 에뮤는 특별식을 먹고 전용 놀이공간에서 생활 중이다.박진순 서울대공원장은 ""그간의 멸종위기종보전 노력과 생물다양성 보전의 결과 서울대공원에서 다양한 종의 동물이 태어나 건강하게 지내고 있다""며 ""성장 과정은 다양한 콘텐츠를 통해 보여드리겠다""고 말했다.","https://n.news.naver.com/article/421/0008253983?ntype=RANKING)
"
2025-05-16,부동산,"""손실 어마어마"" 수백억원 잃을라…재건축 몸 사리는 건설사들","/사진=뉴시스최근 재건축 시공사 공모에서 단독입찰에 따른 유찰 사례가 빈번하게 발생한다. 공사비 급등 등에 따른 건설경기 악화에 건설사들의 선별수주 기조가 이어지면서 보수적으로 사업계획을 세우기 때문이다. 특히 다른 건설사들이 수 년 간 공을 들인 곳에서는 애초에 경쟁을 피하려는 경향도 보인다.14일 건설업계에 따르면 최근 주요 재건축 단지에서는 치열한 수주 경쟁을 찾기 어렵다. 특히 높은 수익성이 기대되는 알짜 재건축 단지에서도 이런 흐름이 지속되고 있다. 서울 서초구 방배동 '방배 신삼호 아파트'는 지난 9일 시공사 선정 입찰을 마감했는데, HDC현대산업개발만 응찰해 유찰됐다.같은날 방배 15구역의 시공사 선정 공모도 포스코이앤씨만 입찰에 참여하면서 유찰됐다. 앞서 진행됐던 경쟁입찰 공모에서도 포스코이앤씨만 입찰에 참여해 유찰된 만큼 포스코이앤씨와의 수의계약 수순으로 접어드는 모습이다. 아직 수의계약에 대한 조합원 의사를 묻는 조합원 총회가 진행되지 않아 회사도 이를 기다리고 있는 상황이다.또 다른 주요 재건축 단지 중 하나인 한남 5구역도 최근 시공사 수의계약으로 수순으로 진행되고 있다. DL이앤씨가 앞선 두 차례의 입찰에 단독으로 참여했고 지난달 수의계약을 위한 입찰에도 단독으로 참여했다. DL이앤씨는 한남 5구역에 하이엔드 브랜드인 '아크로'를 제안했다.올해 건설업계의 사업 기조인 선별 수주 영향으로 풀이된다. 공사비가 급등하고 부동산 경기가 부진하면서 보수적인 기조를 보이고 있다. 건설업계 한 관계자는 ""자재비 등 공사비가 올라 건설 경기가 좋지 않은 상황에서 경쟁이 붙었다가 실패할 경우 그 손실이 어마어마하다""며 ""손실금이 수백억원에 달하기도 하다 보니 리스크를 줄이기 위해 선별 수주를 진행하는 추세""라고 말했다.수익성을 포함해 여러 조건을 따져보고 꼭 필요하다면 경쟁에 참여하겠지만 웬만하면 위험을 낮춘다는 것. 다른 지역 대비 흥행과 높은 수익성이 예상되는 재건축 구역일 지라도 다양한 요건을 충분히 검토하려는 움직임이 나타난다.삼성물산의 경우 신삼호 아파트 재건축 수주전 참여를 아직 충분히 검토하지 못했다는 입장이다. 삼성물산 관계자는 ""계속 긍정적으로 검토를 하긴 했지만 공고 후 마감까지 시일이 부족했다""며 ""향후 재공고가 나올 텐데 그 일정에 따라 다시 검토를 하는 중""이라고 설명했다.상황이 이렇다 보니 한 건설사가 오랫동안 공들인 구역은 입찰 참여시 경쟁력이 낮다고 생각해 더 입찰을 꺼리는 것도 있다. 조합과 해당 건설사 간의 신뢰 관계가 매우 두텁다고 보기 때문이다. 방배 15구역의 경우 포스코이앤씨가 수년간 공을 들였고, 한남5구역은 DL이앤씨가 10년 가까이 준비해 온 것으로 전해졌다.또 다른 건설업계 관계자는 ""도시정비 사업은 수주 가능성을 고려해야 하는데 속된 말로 침발라 놓은 곳에 들어가기 어렵다""며 ""어차피 조합원들의 투표로 결정되기 때문에 그런 점도 고려해야 하는 것""이라고 설명했다. 수주 후의 사업관리도 중요한데 굳이 무리를 할 필요가 없다는 것이다.한편 공사비 상승 흐름이 지속되면서 이러한 선별수주 기조는 이어질 것으로 보인다. 한국건설기술연구원 산하 공사비원가관리센터에 따르면 건설공사비 지수는 지난 3월 131.23을 기록해 전월 대비 0.16%, 전년 동월 대비 0.91% 상승했다.","https://n.news.naver.com/article/008/0005194873?ntype=RANKING)
"
2025-05-16,부동산,"""전세는 넘어갔다""…대한민국 첫 군사정변 5·16의 하루[뉴스속오늘]","[편집자주] 뉴스를 통해 우리를 웃고 울렸던 어제의 오늘을 다시 만나봅니다.1961년 박정희 국가재건최고회의의장 사진./사진=박정희대통령기념관""이미 전세는 넘어갔다.""1961년 5월 16일 자정 무렵. 육군방첩대와 헌병 병력을 이끌고 서울 영등포 제6군관구사령부를 포위한 이광선 헌병차감에게 김재춘 대령이 건넨 한 마디다. 군인들의 쿠데타(군사정변)는 사실상 이 순간에 성공을 확정지었다. 헌병대가 물러서자 쿠데타를 주도한 박정희 육군 소장이 이 곳에 도착했다. 6관구 사령부는 서울과 수도권 일부의 군수·병력을 담당하는 지휘부였다.불과 몇 시간 뒤 육군 본부는 혁명군의 수중에 들어갔다. 쿠데타군의 병력은 고작 3600명. 전체 국군(약 60만명)의 1%도 되지 않는 규모였다. 그러나 치밀한 준비와 일부 군 간부들의 외면으로 서울 주요 기관은 순식간에 장악됐다. 당시 대통령 윤보선은 ""그대들을 믿을 수 없다""고 말했지만, 쿠데타군의 행동을 저지할 병력은 출동하지 못했다. 장면 총리는 자취를 감췄고, 국방부는 혼란에 빠졌다.이날 새벽 2시쯤 육군참모총장 장도영은 국무총리 장면에게 전화를 건다. 장면은 반도호텔 809호실에 있었다. 장도영은 ""해병대와 공수부대를 통제 중이니 걱정 말라""고 말하지만, 이미 서울 시내 곳곳은 쿠데타군의 발 아래 놓여 있었다. 이후 육군 6군단 포병대가 남산을 장악하고, 육군본부 진입도 완료된다. 한강 다리에서 해병대가 헌병대와 짧은 대치를 벌였지만, 총격은 발생하지 않았다.이날 오전 5시 방송국에서 이후 '혁명 공약'이란 대국민 방송이 흘러나왔고, 서울 시내 곳곳에 혁명 전단지가 뿌려졌다. 대한민국 역사상 처음으로 성공한 군사정변이 벌어졌다. '5·16 군사정변'이다. 박정희를 중심의 젊은 장교들은 당시 '무능한 정부를 몰아내고 반공 국가를 바로 세우겠다'는 명분을 앞세웠고 '혁명'이라고 불렀다. 그들은 군사혁명위원회를 결성하고, 장도영 육군참모총장을 내세웠다.혁명공약의 내용은 이랬다. 군부가 국가의 입법·행정·사법 3권을 장악했으며 반공과 부정부패 척결, 민생 안정, 통일 역량 강화를 과업으로 하겠다는 취지였다. 과업이 달성되면 민간에 정권을 이양하겠다고 다짐했다. 서울 하늘에 비행기가 띄워졌고 혁명공약이 담긴 전단지 10만장이 뿌려졌다. 시내 곳곳엔 완전무장한 군인들이 배치됐다. 국민들도 질서 회복으로 받아들였다.이후 박정희는 정권을 장악하고 발 빠르게 움직였다. 5·16 이후 군정은 '국가재건 최고회의'로 체제를 전환했고, 2년 뒤 대통령 선거에서 당선됐다. 이를 통해 18년 장기집권의 서막을 열었다.5·16군사정변에 대한 역사적인 평가는 엇갈린다. 무력으로 차지한 정권이었지만 산업화와 반공주의 강화를 이끈 경제개발 5개년 계획, 수출 중심 성장전략 등은 오늘날 한국 경제의 뼈대를 이뤘다는 평가를 받기도 한다. 하지만 무력을 동원한 불법 정권 찬탈이었다는 점에서 민주주의를 훼손한 사건이란 지적도 여전히 남아있다.문민정부 이후 법적·제도적으로 5·16은 쿠데타로 규정되고 있다. 1960~70년대에는 군사 혁명으로 표현 됐었다. 지금과는 달리 오히려 기념해야 할 일로 취급했다. 하지만 1997년 김영삼 대통령은 '역사바로세우기' 운동을 시작하면서 변화가 생겼다. 이후 헌법재판소가 1998년 대법원은 2011년 각각 5·16을 쿠데타로 명시했고, 교육부도 교과서에 이 용어를 사용하도록 지침을 바꿨다.","https://n.news.naver.com/article/008/0005194893?ntype=RANKING)
"
2025-05-16,부동산,"이경실, 동부이촌동 89평 아파트 담보로 빌린 돈 갚지 않아 경매","◇개그우먼 이경실. [연합뉴스 자료사진]개그우먼 이경실(59)이 소유하고 있는 서울 용산구 이촌동 아파트가 경매 절차에 들어간 것으로 확인됐다.15일 부동산 경·공매 데이터 전문기업 지지옥션에 따르면 이씨 소유의 293㎡(89평) 아파트에 대한 경매가 오는 27일 서울서부지방법원에서 진행된다.경매 시작가는 25억5천만원이다.이촌동 초입에 위치한 이 아파트는 223~317㎡의 24가구로 이뤄졌으며 상당수 가구가 한강을 내려다보고 있다.등기부상 이씨는 1970년대 초 준공된 이 아파트를 2007년 14억원에 사들인 뒤 거주하는 것으로 나타났다.이씨의 집이 경매에 나온 것은 이씨가 이 집을 담보로 빌린 돈을 갚지 않았기 때문으로 분석된다.이 아파트에는 A씨 명의로 채권최고액 18억원의 근저당권 등이 설정돼 있으며 A씨는 지난해 9월 13억3천여만원을 청구하며 법원에 임의 경매를 신청했다.임의경매는 부동산을 담보로 돈을 빌린 채무자가 원금이나 이자를 석 달 이상 갚지 못해 은행 등 금융기관 신청으로 재판 없이 부동산을 경매에 넘기는 절차다. 경매를 통해 부동산을 처분한 돈으로 빚을 갚는 것이다.A씨는 이후 한 대부업체에 채권을 넘긴 것으로 나타났다.이주현 지지옥션 전문위원은 ""아파트 연식이 50년이 넘고, 용산구가 토지거래허가구역으로 지정돼 매매가 쉽지 않아 경매로 넘어온 것으로 보인다""고 말했다.다만 경매 물건은 부동산 거래 신고 등에 관한 법률상 토지거래허가 대상에서 제외돼 실거주 2년 의무가 적용되지 않는다.한편, 이경실은 TV조선 예능 '조선의 사랑꾼'에 아들인 탤런트 손보승(26)과 함께 출연했다.이경실은 지난 1992년 동갑인 손광기씨와 결혼해 수아·보승을 뒀으나 2003년 이혼했다.이후 2007년 9세 연상 사업가 최명호씨와 재혼했으나, 최씨는 2015년 성추행 혐의로 징역 10개월을 선고 받았다.","https://n.news.naver.com/article/087/0001116870?ntype=RANKING)
"
2025-05-16,부동산,평창 80대 실종자 심정지 상태 발견…강릉 아파트 12층서 불,양양 창고용 비닐하우스서 화재…13㎡ 불 타춘천 택시·SUV 부딪쳐 택시 승객 등 2명 부상원주 흥업쉼터 1톤 화물처 전도…탑승자 구조◇15일 오후 3시58분께 평창군 미탄면의 한 야산에서 실종됐던 80대 여성이 숨진 채 발견됐다.◇15일 오후 3시50분께 강릉시 교동의 한 아파트 12층에서 불이 났다. 사진=강릉소방서 제공평창에서 나물을 뜯으러 나갔다가 실종됐던 80대가 숨진 채 발견되는 등 강원지역에서 각종 사건·사고가 잇따랐다.15일 오후 3시58분께 평창군 미탄면의 한 야산에서 A(여·80)씨가 숨진 채 발견됐다. A씨의 가족은 A씨가 지난 13일 나물을 채취하러 간다며 집을 나선 뒤 귀가하지 않자 경찰·119에 실종 신고했다. 경찰·소방당국은 A씨가 야산 경사지에서 10m 아래로 추락해 변을 당한 것으로 보고 정확한 사고 경위를 조사중이다.화재도 이어졌다. 15일 오후 3시50분께 강릉시 교동의 한 아파트 12층에서 불이 났다. 이 화재로 주민 4명이 부상을 입어 병원으로 이송됐다. 이날 오전 11시50분께 양양군 강현면의 한 식당 창고용 비닐하우스에서도 화재가 발생해 비닐하우스 13㎡가 소실됐다.교통사고도 있었다. 15일 낮 12시께 춘천시 후평동의 한 식당 앞에서 아이오닉 택시와 카니발 SUV가 부딪쳤다. 이 사고로 택시 승객과 카니발 SUV 운전자 등 2명이 다쳤다. 이날 오전 9시49분께 원주시 흥업면 19번 국도 흥업쉼터 내에서는 1톤 화물차가 전도됐다. 화물차에 탑승해 있던 2명은 출동한 119구조대에 의해 구조됐다.,"https://n.news.naver.com/article/087/0001116980?ntype=RANKING)
"
2025-05-16,부동산,서울경제,본문 추출 실패,"https://media.naver.com/press/011/ranking?type=popular)
"
2025-05-16,부동산,"“총 8억8천만원 배상해라”…‘성매매 우려’ 이유, 강제 수용女들 일부승소",서울중앙지법. 자료사진. [사진출처 = 연합뉴스]1960∼1980년대 성매매 행위의 우려가 있다는 이유로 시설에 강제 수용된 여성들에게 국가가 손해를 배상해야 한다는 첫 법원 판단이 나왔다.서울중앙지법 민사합의21부(김지혜 부장판사)는 15일 김모씨 등 12명이 국가를 상대로 낸 손해배상청구 소송에서 원고 일부승소로 판결했다.재판부는 국가가 피해자들에게 1인당 400만∼2억4000만원을 지급하라고 판결했다. 총 배상액은 약 8억8000만원이다.1960~80년대 윤락행위등방지법에 따라 ‘요보호자’로 분류된 여성들이 서울 동부여자기술원 등에 강제로 수용된 사건이다.정부는 1961년 5·16 군사정변 직후 당시 사회악 일소를 명분으로 제정된 윤락행위 등 방지법에 따라 ‘환경 또는 성행으로 보아 윤락행위를 하게 될 현저한 우려가 있는 여자’를 요보호여자로 정의했다.김씨 등은 1975∼1985년 정부 관료들의 자의적 판단에 따라 요보호여자로 간주돼 서울동부여자기술원을 비롯한 시설에 강제 수용됐다. 시설에서는 폭행과 가혹행위를 비롯한 인권침해가 이뤄진 것으로 조사됐다.,"https://n.news.naver.com/article/009/0005493412?ntype=RANKING)
"
2025-05-16,부동산,서울신문,본문 추출 실패,"https://media.naver.com/press/081/ranking?type=popular)
"
2025-05-16,금리,"""저축은행 금리 맞아?""…수신잔액 8개월 만에 100조 아래로","저축은행 예금 금리가 2%대로 내려가는 등 매력도가 떨어지면서 수신 잔고가 8개월 만에 다시 100조원 아래로 내려갔습니다.오늘(16일) 한국은행 경제통계시스템에 따르면 3월 말 기준 상호저축은행 수신 잔액(말잔)은 99조5873억원으로, 지난해 7월의 99조9128억원 이후 8개월 만에 다시 100조원을 밑돌았습니다.저축은행 수신잔액은 지난해 10월 103조5989억원을 기록한 뒤 작년 11월부터 5개월 연속 감소세를 이어오고 있습니다.고금리 상품이 인기를 끌었던 2022년 말 120조원을 돌파했던 것을 감안하면, 최근 수신 규모는 상당히 쪼그라든 모습입니다.저축은행업권은 2022년 말 연 6%대 중반에 달하는 수신상품들을 선보이며 '예테크(예금+재테크)족'의 대표 투자처로 주목받으며 자금이 몰렸습니다.그러나 최근 금리 수준은 시중은행과 비교해도 별달리 매력이 부각되지 않고 있습니다.저축은행중앙회에 따르면 어제(15일) 기준 국내 79개 저축은행의 6개월 만기 정기예금 평균 금리는 연 2.58%. 12개월 만기 평균 금리는 연 2.96%입니다.부동산 프로젝트파이낸싱(PF) 대출 부실 여파로 대출을 확대하거나 공격적인 영업을 할 수 없는 상황이 지속되고 있기 때문입니다.그러나 오는 9월 1일 전 금융권 예금보호한도가 5천만원에서 1억원으로 늘어날 경우 2금융권으로의 '자금 이동'이 나타날 것이란 관측도 나오고 있습니다.일부 저축은행에서 자금 확보나 수신고 방어 등을 위해 예금 금리를 높이거나 특판 상품을 출시하는 모습도 나타나고 있습니다.업계 1위인 SBI저축은행은 지난달 22일 정기예금 금리를 2.8%에서 3%로 0.2%포인트 인상했습니다.더케이저축은행은 어제 스승의 날을 맞아 교직원을 대상으로 연 4.5%의 금리를 제공하는 12개월 만기 정기예금 특판 상품을 출시했습니다.당신의 제보가 뉴스로 만들어집니다.SBS Biz는 여러분의 제보를 기다리고 있습니다.홈페이지 = https://url.kr/9pghjn","https://n.news.naver.com/article/374/0000440847?ntype=RANKING)
"
